data,duracao_total_min,sono_profundo_min,sono_leve_min,sono_rem_min,acordado_min,vezes_acordado,momentos_agitados,score_geral,score_geral_qualif,score_rem_pct,score_rem_qualif,score_deep_pct,score_deep_qualif,score_light_pct,score_duracao_qualif,score_stress_qualif,score_agitacao_qualif,feedback_sono,insight_personalizado,hrv_medio_noite,hrv_status,fc_media_sono,fc_repouso,respiracao_media,respiracao_minima,respiracao_maxima,stress_medio_sono,body_battery_variacao,sono_necessidade_baseline,sono_necessidade_real,sono_ajuste_treino,sono_ajuste_hrv
2025-05-11,440.0,101.0,289.0,50.0,15.0,1,,77,FAIR,11,FAIR,23,EXCELLENT,66,GOOD,FAIR,GOOD,POSITIVE_LONG_AND_DEEP,MOD_EXERCISE_POS_FAIR_SLEEP_MOD_TO_VIG_DURING_DAY,,,,48,13.0,7.0,19.0,21.0,63,480,480,NO_CHANGE,NO_CHANGE
2025-05-12,413.0,64.0,261.0,88.0,1.0,0,,83,GOOD,21,GOOD,15,FAIR,63,FAIR,EXCELLENT,EXCELLENT,POSITIVE_RECOVERING,RHYTHM_POS_GOOD_SLEEP_EXCELLENT_TIMING,,,,46,12.0,6.0,18.0,10.0,64,480,510,NO_CHANGE,NO_CHANGE
2025-05-13,472.0,70.0,309.0,93.0,2.0,0,,85,GOOD,20,FAIR,15,FAIR,65,EXCELLENT,FAIR,EXCELLENT,POSITIVE_LONG_AND_CONTINUOUS,RHYTHM_POS_GOOD_SLEEP_EXCELLENT_TIMING,,,,46,12.0,6.0,20.0,19.0,65,480,480,NO_CHANGE,NO_CHANGE
2025-05-14,399.0,88.0,278.0,33.0,0.0,0,,70,FAIR,8,POOR,22,EXCELLENT,70,FAIR,FAIR,EXCELLENT,NEGATIVE_NOT_ENOUGH_REM,STRESS_NEG_GOOD_OR_WORSE_SLEEP_STRESSFUL_DAY,,,,48,13.0,7.0,19.0,22.0,57,480,480,NO_CHANGE,NO_CHANGE
2025-05-15,468.0,94.0,253.0,121.0,0.0,0,,92,EXCELLENT,26,EXCELLENT,20,EXCELLENT,54,EXCELLENT,FAIR,EXCELLENT,POSITIVE_OPTIMAL_STRUCTURE,STRESS_POS_EXCELLENT_OR_GOOD_SLEEP_VERY_RESTFUL_DAY,,,,46,12.0,7.0,19.0,16.0,72,480,480,NO_CHANGE,NO_CHANGE
2025-05-16,415.0,117.0,193.0,105.0,8.0,1,,79,FAIR,25,EXCELLENT,28,EXCELLENT,47,FAIR,FAIR,EXCELLENT,POSITIVE_REFRESHING,STRESS_POS_FAIR_OR_POOR_SLEEP_RESTFUL_EVENING,,,,47,13.0,6.0,20.0,21.0,66,480,480,NO_CHANGE,NO_CHANGE
2025-05-17,475.0,94.0,264.0,117.0,14.0,1,,88,GOOD,25,EXCELLENT,20,EXCELLENT,56,EXCELLENT,FAIR,EXCELLENT,POSITIVE_LONG_AND_REFRESHING,MOD_EXERCISE_POS_EXCELLENT_OR_GOOD_SLEEP_MODERATE_DURING_DAY_OUTDOOR,,,,47,12.0,6.0,18.0,20.0,68,480,480,NO_CHANGE,NO_CHANGE
2025-05-18,129.0,29.0,90.0,10.0,0.0,0,,29,POOR,8,INVALID,22,INVALID,70,POOR,FAIR,EXCELLENT,POSITIVE_SHORT_BUT_CONTINUOUS,EVENT_DAY_POS_POOR_SLEEP,,,,50,12.0,7.0,18.0,22.0,13,480,480,NO_CHANGE,NO_CHANGE
2025-05-19,428.0,147.0,244.0,37.0,9.0,0,,55,POOR,9,POOR,34,EXCELLENT,57,FAIR,POOR,EXCELLENT,NEGATIVE_NOT_RESTORATIVE,HARD_EXERCISE_NEG_FAIR_OR_POOR_SLEEP_HARD_DURING_DAY,,,,49,15.0,9.0,20.0,40.0,23,480,540,TODAYS_LOAD_AND_CHRONIC,NO_CHANGE
2025-05-20,462.0,97.0,268.0,97.0,6.0,1,,88,GOOD,21,GOOD,21,EXCELLENT,58,EXCELLENT,FAIR,GOOD,POSITIVE_LONG_AND_DEEP,STRESS_POS_EXCELLENT_OR_GOOD_SLEEP_RESTFUL_DAY,,,,48,13.0,7.0,17.0,16.0,83,480,540,HIGH_ACWR_AND_CHRONIC,NO_CHANGE
2025-05-21,427.0,93.0,271.0,63.0,1.0,0,,81,GOOD,15,FAIR,22,EXCELLENT,63,FAIR,FAIR,EXCELLENT,POSITIVE_DEEP,STRESS_POS_EXCELLENT_OR_GOOD_SLEEP_RESTFUL_EVENING,,,,49,13.0,8.0,18.0,17.0,58,480,520,HIGH_ACWR_AND_CHRONIC,INCREASING
2025-05-22,425.0,93.0,277.0,55.0,2.0,0,,77,FAIR,13,FAIR,22,EXCELLENT,65,FAIR,FAIR,EXCELLENT,POSITIVE_DEEP,STRESS_POS_FAIR_OR_POOR_SLEEP_RESTFUL_DAY,,,,49,13.0,8.0,20.0,22.0,57,480,480,NO_CHANGE,NO_CHANGE
2025-05-23,419.4,68.0,283.0,69.0,1.0,0,,81,GOOD,16,FAIR,16,GOOD,67,FAIR,GOOD,EXCELLENT,POSITIVE_CONTINUOUS,STRESS_POS_EXCELLENT_OR_GOOD_SLEEP_RESTFUL_EVENING,,,,48,13.0,7.0,18.0,15.0,66,480,480,NO_CHANGE,NO_CHANGE
2025-05-24,451.0,102.0,280.0,69.0,0.0,0,,86,GOOD,15,FAIR,23,EXCELLENT,62,GOOD,GOOD,EXCELLENT,POSITIVE_LONG_AND_CONTINUOUS,GENERAL_POS_EXCELLENT_OR_GOOD_SLEEP,,,,48,12.0,6.0,19.0,16.0,67,480,500,NO_CHANGE,INCREASING
2025-05-25,457.9,152.0,277.0,29.0,24.0,1,,69,FAIR,6,POOR,33,EXCELLENT,60,EXCELLENT,FAIR,GOOD,NEGATIVE_LONG_BUT_NOT_ENOUGH_REM,RHYTHM_NEG_FAIR_SLEEP_REALLY_LATE_TIMING,,,,48,13.0,9.0,18.0,25.0,52,480,500,NO_CHANGE,INCREASING
2025-05-26,442.5,61.0,303.0,79.0,5.0,0,,86,GOOD,18,FAIR,14,FAIR,68,GOOD,EXCELLENT,EXCELLENT,POSITIVE_LONG_AND_CONTINUOUS,STRESS_POS_EXCELLENT_OR_GOOD_SLEEP_VERY_RESTFUL_DAY,,,,47,12.0,6.0,17.0,11.0,56,480,530,NO_CHANGE,INCREASING
2025-05-27,407.0,101.0,230.0,76.0,0.0,0,,82,GOOD,19,FAIR,25,EXCELLENT,57,FAIR,GOOD,EXCELLENT,POSITIVE_DEEP,STRESS_POS_EXCELLENT_OR_GOOD_SLEEP_RESTFUL_DAY,,,,47,13.0,9.0,17.0,15.0,60,480,480,NO_CHANGE,NO_CHANGE
2025-05-28,393.9,68.0,268.0,58.0,13.0,1,,75,FAIR,15,FAIR,17,GOOD,68,FAIR,FAIR,EXCELLENT,POSITIVE_CALM,GENERAL_POS_FAIR_OR_POOR_SLEEP,,,,47,12.0,7.0,18.0,18.0,67,480,480,NO_CHANGE,NO_CHANGE
2025-05-29,419.0,103.0,247.0,69.0,3.0,0,,81,GOOD,16,FAIR,25,EXCELLENT,59,FAIR,FAIR,EXCELLENT,POSITIVE_DEEP,MOD_EXERCISE_POS_EXCELLENT_OR_GOOD_SLEEP_VIGOROUS_DURING_DAY,,,,47,13.0,9.0,20.0,16.0,64,480,510,NO_CHANGE,NO_CHANGE
2025-05-30,409.0,110.0,208.0,91.0,3.0,0,,81,GOOD,22,GOOD,27,EXCELLENT,51,FAIR,FAIR,EXCELLENT,POSITIVE_DEEP,STRESS_POS_EXCELLENT_OR_GOOD_SLEEP_RESTFUL_DAY,,,,47,13.0,8.0,19.0,19.0,62,480,480,NO_CHANGE,NO_CHANGE
2025-05-31,424.0,97.0,268.0,59.0,17.0,2,,51,POOR,14,FAIR,23,EXCELLENT,63,FAIR,POOR,FAIR,NEGATIVE_NOT_RESTORATIVE,MOD_EXERCISE_NEG_FAIR_OR_POOR_SLEEP_INACTIVITY,,,,51,16.0,10.0,22.0,46.0,23,480,480,NO_CHANGE,NO_CHANGE
2025-06-01,499.0,71.0,371.0,57.0,5.0,0,,81,GOOD,11,FAIR,14,FAIR,74,EXCELLENT,FAIR,EXCELLENT,POSITIVE_LONG_AND_CONTINUOUS,HARD_EXERCISE_POS_FAIR_SLEEP_HARD_TO_STRENUOUS_DURING_DAY,,,,51,13.0,8.0,19.0,20.0,53,480,540,DAILY_ACTIVITY_AND_CHRONIC,INCREASING
2025-06-02,350.0,100.0,225.0,25.0,8.0,1,,64,FAIR,7,POOR,29,EXCELLENT,64,FAIR,FAIR,EXCELLENT,NEGATIVE_NOT_ENOUGH_REM,GENERAL_NEG_FAIR_OR_POOR_SLEEP,,,,52,15.0,9.0,20.0,24.0,35,480,480,NO_CHANGE,NO_CHANGE
2025-06-03,313.6,72.0,206.0,36.0,0.0,0,,67,FAIR,11,FAIR,23,EXCELLENT,66,POOR,EXCELLENT,EXCELLENT,POSITIVE_SHORT_BUT_RECOVERING,STRESS_POS_FAIR_OR_POOR_SLEEP_RESTFUL_DAY,,,,46,11.0,7.0,16.0,9.0,59,480,530,NO_CHANGE,INCREASING
2025-06-04,360.0,72.0,227.0,61.0,3.0,0,,74,FAIR,17,FAIR,20,EXCELLENT,63,FAIR,FAIR,EXCELLENT,POSITIVE_CONTINUOUS,STRESS_POS_FAIR_OR_POOR_SLEEP_RESTFUL_DAY,,,,46,12.0,6.0,17.0,17.0,60,480,460,NO_CHANGE,INCREASING
2025-06-05,404.0,96.0,215.0,93.0,4.0,0,,86,GOOD,23,EXCELLENT,24,EXCELLENT,53,FAIR,GOOD,EXCELLENT,POSITIVE_DEEP,STRESS_POS_EXCELLENT_OR_GOOD_SLEEP_RESTFUL_EVENING,,,,45,12.0,8.0,17.0,13.0,66,480,500,NO_CHANGE,INCREASING
2025-06-06,420.0,122.0,188.0,110.0,3.0,0,,84,GOOD,26,EXCELLENT,29,EXCELLENT,45,FAIR,FAIR,EXCELLENT,POSITIVE_REFRESHING,STRESS_POS_EXCELLENT_OR_GOOD_SLEEP_RESTFUL_DAY,,,,45,13.0,8.0,20.0,17.0,68,480,520,NO_CHANGE,INCREASING
2025-06-07,417.0,90.0,277.0,50.0,9.0,1,,79,FAIR,12,FAIR,22,EXCELLENT,66,FAIR,FAIR,EXCELLENT,POSITIVE_DEEP,STRESS_POS_FAIR_OR_POOR_SLEEP_RESTFUL_DAY,,,,45,12.0,7.0,17.0,16.0,66,480,500,NO_CHANGE,INCREASING
2025-06-08,448.0,124.0,266.0,58.0,20.0,2,,71,FAIR,13,FAIR,28,EXCELLENT,59,GOOD,POOR,FAIR,NEGATIVE_LONG_BUT_NOT_RESTORATIVE,HARD_EXERCISE_NEG_FAIR_OR_POOR_SLEEP_HARD_DURING_DAY,,,,51,14.0,7.0,19.0,29.0,43,480,500,DAILY_ACTIVITY_AND_TODAYS_LOAD,NO_CHANGE
2025-06-09,410.0,82.0,223.0,105.0,2.0,0,,85,GOOD,26,EXCELLENT,20,EXCELLENT,54,FAIR,EXCELLENT,EXCELLENT,POSITIVE_REFRESHING,STRESS_POS_EXCELLENT_OR_GOOD_SLEEP_RESTFUL_EVENING,,,,46,12.0,6.0,18.0,12.0,64,480,520,NO_CHANGE,NO_CHANGE
2025-06-10,516.0,96.0,300.0,120.0,8.0,1,,93,EXCELLENT,23,EXCELLENT,19,EXCELLENT,58,EXCELLENT,GOOD,EXCELLENT,POSITIVE_OPTIMAL_STRUCTURE,STRESS_POS_EXCELLENT_OR_GOOD_SLEEP_RESTFUL_DAY,,,,46,12.0,7.0,18.0,15.0,72,480,480,NO_CHANGE,NO_CHANGE
2025-06-11,445.9,83.0,322.0,41.0,1.0,0,,78,FAIR,9,POOR,19,EXCELLENT,72,GOOD,FAIR,EXCELLENT,NEGATIVE_LONG_BUT_NOT_ENOUGH_REM,GENERAL_NEG_FAIR_OR_POOR_SLEEP,,,,47,12.0,6.0,17.0,18.0,65,480,480,NO_CHANGE,NO_CHANGE
2025-06-12,464.0,95.0,291.0,78.0,19.0,2,,82,GOOD,17,FAIR,20,EXCELLENT,63,EXCELLENT,FAIR,GOOD,POSITIVE_LONG_AND_DEEP,MOD_EXERCISE_POS_EXCELLENT_OR_GOOD_SLEEP_VIGOROUS_CLOSE_BED,,,,49,13.0,7.0,20.0,20.0,59,480,480,NO_CHANGE,NO_CHANGE
2025-06-13,407.0,93.0,277.0,37.0,3.0,0,,72,FAIR,9,POOR,23,EXCELLENT,68,FAIR,FAIR,EXCELLENT,NEGATIVE_NOT_ENOUGH_REM,MOD_EXERCISE_NEG_FAIR_OR_POOR_SLEEP_INACTIVITY,,,,50,13.0,7.0,22.0,22.0,39,480,480,NO_CHANGE,NO_CHANGE
2025-06-14,417.0,85.0,326.0,6.0,10.0,0,,58,POOR,1,POOR,20,EXCELLENT,78,FAIR,POOR,EXCELLENT,NEGATIVE_NOT_ENOUGH_REM,STRESS_NEG_POOR_SLEEP_VERY_STRESSFUL_DAY,,,,52,14.0,8.0,20.0,28.0,26,480,480,NO_CHANGE,NO_CHANGE
2025-06-15,461.3,68.0,378.0,16.0,19.0,1,,57,POOR,3,POOR,15,FAIR,82,EXCELLENT,POOR,GOOD,NEGATIVE_LONG_BUT_NOT_RESTORATIVE,STRESS_NEG_FAIR_OR_POOR_SLEEP_STRESSFUL_DAY_POOR_HISTORY,,,,52,15.0,8.0,21.0,33.0,28,480,530,NO_CHANGE,INCREASING
2025-06-16,194.0,79.0,115.0,0.0,2.0,0,,38,POOR,0,POOR,41,EXCELLENT,59,POOR,FAIR,EXCELLENT,NEGATIVE_SHORT_AND_POOR_STRUCTURE,GENERAL_NEG_FAIR_OR_POOR_SLEEP,,,,53,13.0,8.0,18.0,18.0,19,480,520,NO_CHANGE,INCREASING
2025-06-17,468.8,58.0,357.0,54.0,19.0,1,,79,FAIR,12,FAIR,12,FAIR,76,EXCELLENT,FAIR,GOOD,POSITIVE_LONG_AND_CONTINUOUS,GENERAL_POS_FAIR_OR_POOR_SLEEP,,,,53,12.0,8.0,19.0,19.0,55,480,540,NO_CHANGE,INCREASING
2025-06-18,391.0,48.0,303.0,40.0,5.0,0,,70,FAIR,10,POOR,12,FAIR,77,FAIR,FAIR,EXCELLENT,NEGATIVE_NOT_ENOUGH_REM,STRESS_NEG_FAIR_OR_POOR_SLEEP_STRESSFUL_DAY_POOR_HISTORY,,,,49,13.0,7.0,21.0,25.0,46,480,540,NO_CHANGE,INCREASING
2025-06-19,482.9,111.0,259.0,113.0,2.0,0,,90,EXCELLENT,23,EXCELLENT,23,EXCELLENT,54,EXCELLENT,FAIR,EXCELLENT,POSITIVE_OPTIMAL_STRUCTURE,GENERAL_POS_EXCELLENT_OR_GOOD_SLEEP,,,,46,13.0,9.0,20.0,19.0,73,480,540,NO_CHANGE,INCREASING
2025-06-20,468.0,54.0,295.0,119.0,0.0,0,,92,EXCELLENT,25,EXCELLENT,12,FAIR,63,EXCELLENT,EXCELLENT,EXCELLENT,POSITIVE_OPTIMAL_STRUCTURE,MOD_EXERCISE_POS_EXCELLENT_OR_GOOD_SLEEP_VIGOROUS_DURING_DAY,,,,48,13.0,8.0,19.0,11.0,76,480,510,NO_CHANGE,INCREASING
2025-06-21,482.0,93.0,336.0,53.0,28.0,2,,79,FAIR,11,FAIR,19,EXCELLENT,70,EXCELLENT,FAIR,FAIR,POSITIVE_LONG_AND_DEEP,GENERAL_POS_FAIR_OR_POOR_SLEEP,,,,48,13.0,6.0,19.0,21.0,56,480,510,NO_CHANGE,INCREASING
2025-06-22,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,480,510,NO_CHANGE,INCREASING
2025-06-23,379.0,125.0,203.0,51.0,0.0,0,,75,FAIR,13,FAIR,33,EXCELLENT,54,FAIR,FAIR,EXCELLENT,POSITIVE_CONTINUOUS,GENERAL_POS_FAIR_OR_POOR_SLEEP,,,,48,13.0,6.0,21.0,18.0,48,480,480,NO_CHANGE,NO_DATA
2025-06-24,594.7,90.0,390.0,115.0,17.0,1,,83,GOOD,19,FAIR,15,FAIR,66,EXCELLENT,FAIR,GOOD,POSITIVE_LONG_AND_CALM,MOD_EXERCISE_POS_EXCELLENT_OR_GOOD_SLEEP_VIGOROUS_CLOSE_BED,,,,50,13.0,8.0,20.0,21.0,62,480,480,NO_CHANGE,NO_CHANGE
2025-06-25,415.0,63.0,273.0,79.0,1.0,0,,82,GOOD,19,FAIR,15,FAIR,66,FAIR,EXCELLENT,EXCELLENT,POSITIVE_CONTINUOUS,GENERAL_POS_EXCELLENT_OR_GOOD_SLEEP,,,,48,12.0,7.0,18.0,12.0,63,480,480,NO_CHANGE,NO_CHANGE
2025-06-26,415.0,75.0,305.0,35.0,9.0,2,,69,FAIR,8,POOR,18,GOOD,73,FAIR,FAIR,GOOD,NEGATIVE_NOT_ENOUGH_REM,HARD_EXERCISE_NEG_FAIR_OR_POOR_SLEEP_HARD_DURING_DAY,,,,50,12.0,7.0,18.0,25.0,51,480,480,NO_CHANGE,NO_CHANGE
2025-06-27,413.4,75.0,289.0,50.0,2.0,0,,75,FAIR,12,FAIR,18,EXCELLENT,70,FAIR,FAIR,EXCELLENT,POSITIVE_CONTINUOUS,GENERAL_POS_FAIR_OR_POOR_SLEEP,,,,51,13.0,8.0,22.0,22.0,59,480,480,NO_CHANGE,NO_CHANGE
2025-06-28,411.0,62.0,312.0,37.0,1.0,0,,73,FAIR,9,POOR,15,FAIR,76,FAIR,FAIR,EXCELLENT,NEGATIVE_NOT_ENOUGH_REM,NAPPING_NEG_FAIR_SLEEP_NOTGOOD_DURATION_UNBALANCED,,,,52,13.0,7.0,18.0,19.0,58,480,430,NO_CHANGE,NO_CHANGE
2025-06-29,452.4,112.0,276.0,65.0,8.0,1,,72,FAIR,14,FAIR,25,EXCELLENT,61,GOOD,POOR,GOOD,NEGATIVE_LONG_BUT_NOT_RESTORATIVE,STRESS_NEG_GOOD_OR_FAIR_SLEEP_VERY_STRESSFUL_DAY,,,,54,14.0,8.0,22.0,30.0,34,480,480,NO_CHANGE,NO_CHANGE
2025-06-30,370.6,99.0,245.0,27.0,19.0,2,,66,FAIR,7,POOR,27,EXCELLENT,66,FAIR,FAIR,GOOD,NEGATIVE_NOT_ENOUGH_REM,STRESS_NEG_GOOD_OR_FAIR_SLEEP_STRESSFUL_EVENING,,,,54,13.0,8.0,19.0,20.0,47,480,510,NO_CHANGE,NO_CHANGE
2025-07-01,438.9,73.0,308.0,58.0,18.0,2,,77,FAIR,13,FAIR,17,GOOD,70,GOOD,FAIR,GOOD,POSITIVE_LONG_AND_DEEP,STRESS_POS_FAIR_OR_POOR_SLEEP_RESTFUL_DAY,,,,49,12.0,6.0,18.0,20.0,59,480,510,NO_CHANGE,NO_CHANGE
2025-07-02,503.0,35.0,366.0,102.0,7.0,1,,85,GOOD,20,FAIR,7,FAIR,73,EXCELLENT,GOOD,EXCELLENT,POSITIVE_LONG_AND_CALM,MOD_EXERCISE_POS_EXCELLENT_OR_GOOD_SLEEP_VIGOROUS_DURING_DAY,,,,50,11.0,7.0,18.0,15.0,68,480,480,NO_CHANGE,NO_CHANGE
2025-07-03,463.0,98.0,299.0,66.0,19.0,2,,83,GOOD,14,FAIR,21,EXCELLENT,65,EXCELLENT,FAIR,GOOD,POSITIVE_LONG_AND_DEEP,STRESS_POS_EXCELLENT_OR_GOOD_SLEEP_VERY_RESTFUL_DAY,,,,49,12.0,6.0,20.0,16.0,49,480,450,NO_CHANGE,NO_CHANGE
2025-07-04,329.5,54.0,255.0,21.0,9.0,1,,64,FAIR,6,POOR,16,GOOD,77,FAIR,FAIR,GOOD,NEGATIVE_NOT_ENOUGH_REM,STRESS_NEG_GOOD_OR_WORSE_SLEEP_STRESSFUL_DAY,,,,49,12.0,6.0,18.0,19.0,42,480,480,NO_CHANGE,NO_CHANGE
2025-07-05,405.3,43.0,314.0,49.0,4.0,0,,74,FAIR,12,FAIR,11,FAIR,77,FAIR,FAIR,EXCELLENT,POSITIVE_CONTINUOUS,NOT_AVAILABLE,,,,51,10.0,6.0,16.0,21.0,68,480,520,NO_CHANGE,NO_CHANGE
2025-07-06,438.0,122.0,238.0,78.0,21.0,2,,76,FAIR,18,FAIR,28,EXCELLENT,54,GOOD,FAIR,GOOD,POSITIVE_LONG_AND_DEEP,HARD_EXERCISE_POS_FAIR_SLEEP_HARD_TO_STRENUOUS_DURING_DAY_OUTDOOR,,,,53,12.0,6.0,18.0,24.0,47,480,530,DAILY_ACTIVITY_AND_CHRONIC,NO_CHANGE
2025-07-07,405.0,94.0,253.0,58.0,13.0,1,,79,FAIR,14,FAIR,23,EXCELLENT,62,FAIR,GOOD,EXCELLENT,POSITIVE_DEEP,STRESS_POS_FAIR_OR_POOR_SLEEP_RESTFUL_DAY,,,,50,11.0,6.0,18.0,14.0,65,480,510,NO_CHANGE,NO_CHANGE
2025-07-08,381.0,74.0,252.0,55.0,0.0,0,,76,FAIR,14,FAIR,19,EXCELLENT,66,FAIR,FAIR,EXCELLENT,POSITIVE_CONTINUOUS,GENERAL_POS_FAIR_OR_POOR_SLEEP,,,,50,10.0,6.0,21.0,16.0,54,480,510,NO_CHANGE,NO_CHANGE
2025-07-09,427.0,92.0,270.0,65.0,0.0,0,,82,GOOD,15,FAIR,22,EXCELLENT,63,FAIR,GOOD,EXCELLENT,POSITIVE_CONTINUOUS,MOD_EXERCISE_POS_EXCELLENT_OR_GOOD_SLEEP_VIGOROUS_DURING_DAY,,,,50,11.0,6.0,20.0,16.0,69,480,480,NO_CHANGE,NO_CHANGE
2025-07-10,363.0,100.0,217.0,46.0,3.0,0,,71,FAIR,13,FAIR,28,EXCELLENT,60,FAIR,FAIR,EXCELLENT,POSITIVE_CONTINUOUS,GENERAL_POS_FAIR_OR_POOR_SLEEP,,,,49,11.0,5.0,19.0,23.0,49,480,520,DAILY_ACTIVITY_AND_CHRONIC,NO_CHANGE
2025-07-11,411.5,117.0,271.0,24.0,9.0,1,,67,FAIR,6,POOR,28,EXCELLENT,66,FAIR,FAIR,EXCELLENT,NEGATIVE_NOT_ENOUGH_REM,GENERAL_NEG_FAIR_OR_POOR_SLEEP,,,,52,12.0,7.0,18.0,22.0,53,480,510,NO_CHANGE,NO_CHANGE
2025-07-12,389.0,77.0,247.0,65.0,1.0,0,,76,FAIR,17,FAIR,20,EXCELLENT,63,FAIR,FAIR,EXCELLENT,POSITIVE_CONTINUOUS,STRESS_POS_FAIR_OR_POOR_SLEEP_RESTFUL_DAY,,,,51,11.0,6.0,17.0,21.0,63,480,510,DAILY_ACTIVITY_AND_CHRONIC,NO_CHANGE
2025-07-13,415.0,81.0,329.0,5.0,18.0,2,,49,POOR,1,POOR,20,EXCELLENT,79,FAIR,POOR,GOOD,NEGATIVE_NOT_RESTORATIVE,HARD_EXERCISE_NEG_FAIR_OR_POOR_SLEEP_HARD_DURING_DAY,,,,55,14.0,9.0,21.0,39.0,21,480,520,TODAYS_LOAD_AND_CHRONIC,NO_CHANGE
2025-07-14,404.0,81.0,307.0,16.0,1.0,0,,65,FAIR,4,POOR,20,EXCELLENT,76,FAIR,FAIR,EXCELLENT,NEGATIVE_NOT_ENOUGH_REM,GENERAL_NEG_FAIR_OR_POOR_SLEEP,,,,52,12.0,6.0,21.0,18.0,55,480,530,NO_CHANGE,NO_CHANGE
2025-07-15,450.4,62.0,336.0,53.0,0.0,0,,83,GOOD,12,FAIR,14,FAIR,75,GOOD,GOOD,EXCELLENT,POSITIVE_LONG_AND_CONTINUOUS,STRESS_POS_EXCELLENT_OR_GOOD_SLEEP_RESTFUL_DAY,,,,50,10.0,5.0,18.0,14.0,70,480,430,NO_CHANGE,NO_CHANGE
2025-07-16,457.0,68.0,275.0,114.0,6.0,0,,90,EXCELLENT,25,EXCELLENT,15,FAIR,60,EXCELLENT,FAIR,EXCELLENT,POSITIVE_OPTIMAL_STRUCTURE,MOD_EXERCISE_POS_EXCELLENT_OR_GOOD_SLEEP_VIGOROUS_DURING_DAY,,,,46,12.0,8.0,19.0,17.0,75,480,480,NO_CHANGE,NO_CHANGE
2025-07-17,482.0,60.0,344.0,78.0,9.0,0,,82,GOOD,16,FAIR,12,FAIR,71,EXCELLENT,FAIR,EXCELLENT,POSITIVE_LONG_AND_CONTINUOUS,MOD_EXERCISE_POS_EXCELLENT_OR_GOOD_SLEEP_ACTIVE_DAY,,,,49,11.0,6.0,18.0,21.0,63,480,500,DAILY_ACTIVITY_AND_CHRONIC,NO_CHANGE
2025-07-18,433.0,75.0,307.0,51.0,18.0,1,,70,FAIR,12,FAIR,17,GOOD,71,GOOD,POOR,GOOD,NEGATIVE_LONG_BUT_NOT_RESTORATIVE,STRESS_NEG_GOOD_OR_WORSE_SLEEP_STRESSFUL_DAY,,,,52,13.0,6.0,19.0,29.0,56,480,480,NO_CHANGE,NO_CHANGE
2025-07-19,456.8,114.0,309.0,34.0,4.0,0,,75,FAIR,7,POOR,25,EXCELLENT,68,EXCELLENT,FAIR,EXCELLENT,NEGATIVE_LONG_BUT_NOT_ENOUGH_REM,MOD_EXERCISE_NEG_FAIR_OR_POOR_SLEEP_INACTIVITY,,,,53,12.0,8.0,21.0,18.0,56,480,500,NO_CHANGE,NO_CHANGE
2025-07-20,336.0,108.0,228.0,0.0,45.0,1,,38,POOR,0,POOR,32,EXCELLENT,68,FAIR,POOR,FAIR,NEGATIVE_NOT_RESTORATIVE,STRESS_NEG_GOOD_OR_WORSE_SLEEP_STRESSFUL_DAY,,,,54,14.0,7.0,22.0,53.0,16,480,480,NO_CHANGE,NO_CHANGE
2025-07-21,375.0,62.0,294.0,19.0,15.0,1,,64,FAIR,5,POOR,17,GOOD,78,FAIR,FAIR,GOOD,NEGATIVE_NOT_ENOUGH_REM,GENERAL_NEG_FAIR_OR_POOR_SLEEP,,,,54,13.0,7.0,22.0,17.0,51,480,540,DAILY_ACTIVITY_AND_CHRONIC,NO_CHANGE
2025-07-22,479.0,86.0,348.0,45.0,23.0,2,,80,GOOD,9,POOR,18,EXCELLENT,73,EXCELLENT,GOOD,FAIR,NEGATIVE_LONG_BUT_NOT_ENOUGH_REM,MOD_EXERCISE_NEG_FAIR_OR_POOR_SLEEP_INACTIVITY,,,,49,11.0,6.0,17.0,13.0,76,480,540,NO_CHANGE,NO_CHANGE
2025-07-23,478.6,82.0,325.0,72.0,8.0,0,,84,GOOD,15,FAIR,17,GOOD,68,EXCELLENT,FAIR,EXCELLENT,POSITIVE_LONG_AND_CONTINUOUS,GENERAL_POS_EXCELLENT_OR_GOOD_SLEEP,,,,49,12.0,7.0,17.0,20.0,59,480,480,NO_CHANGE,NO_CHANGE
2025-07-24,469.0,63.0,332.0,74.0,20.0,1,,85,GOOD,16,FAIR,13,FAIR,71,EXCELLENT,GOOD,GOOD,POSITIVE_LONG_AND_RECOVERING,MOD_EXERCISE_POS_EXCELLENT_OR_GOOD_SLEEP_ACTIVE_DAY,,,,49,12.0,7.0,18.0,14.0,62,480,500,DAILY_ACTIVITY_AND_CHRONIC,NO_CHANGE
2025-07-25,420.7,67.0,263.0,91.0,11.0,1,,83,GOOD,22,GOOD,16,GOOD,63,FAIR,GOOD,EXCELLENT,POSITIVE_CALM,MOD_EXERCISE_POS_EXCELLENT_OR_GOOD_SLEEP_MODERATE_DURING_DAY,,,,48,11.0,5.0,18.0,14.0,64,480,480,NO_CHANGE,NO_CHANGE
2025-07-26,440.0,104.0,236.0,100.0,10.0,0,,85,GOOD,23,EXCELLENT,24,EXCELLENT,54,GOOD,FAIR,EXCELLENT,POSITIVE_LONG_AND_DEEP,STRESS_POS_EXCELLENT_OR_GOOD_SLEEP_RESTFUL_DAY,,,,47,12.0,7.0,19.0,18.0,69,480,480,NO_CHANGE,NO_CHANGE
